OTU NNgenome identity
embed14979 cke 99.3
embed25055 cke 99.3
embed18923 cke 99.3
embed10571 cke 99.3
embed13661 cke 99.3
embed23914 cke 99.3
embed9224 bad 99.3
embed17698 cke 99.3
embed10572 bad 99.3
embed25061 bad 99.3
embed12529 bad 99.3
embed18924 bad 99.3
embed11131 bad 99.3
embed12286 bad 99.3
embed14980 bad 99.3
embed13374 bad 99.3
embed21109 bad 99.3
embed8128 bad 99.3
embed11578 bad 99.3
embed7940 bad 99.3
embed2761 bang 100
embed18283 cart 99.3
embed4503 frp 97.1
embed13057 frp 98.6
embed17700 bad 99.3
embed14636 bad 99.3
embed6862 bad 99.3
embed26358 bcat 99.3
embed17701 bad 99.3
embed6740 bad 99.3
embed21110 bcat 99.3
embed20319 bad 99.3
embed17702 bad 99.3
embed11811 bad 99.3
embed19583 bad 99.3
embed4558 bad 99.3
embed4504 bbf 98.6
embed8866 bad 99.3
embed13965 bad 99.3
embed6797 bad 99.3
embed21111 bcat 99.3
embed11132 bad 99.3
embed26359 bcat 99.3
embed7762 bad 99.3
embed25062 bad 99.3
embed11343 bad 99.3
embed4535 bad 99.3
embed14637 bcat 99.3
embed13966 bad 99.3
embed14982 bad 99.3
embed16702 bad 99.3
embed5505 bad 99.3
embed15367 bcat 99.3
embed8036 bad 99.3
embed21112 bad 99.3
embed5960 bad 99.3
embed21113 bcat 99.3
embed26360 bad 99.3
embed5865 bad 99.3
embed22872 bcat 99.3
embed2116 bde 100
embed9634 bad 99.3
embed14283 bad 99.3
embed8645 bad 99.3
embed5212 bcat 99.3
embed17703 bad 99.3
embed11133 bad 99.3
embed26361 bad 99.3
embed8440 bad 99.3
embed18284 bcat 99.3
embed5866 bad 99.3
embed25063 bcat 99.3
embed13662 bad 99.3
embed22873 bad 99.3
embed9225 bad 99.3
embed12287 bad 99.3
embed25064 bad 99.3
embed17184 bad 99.3
embed15775 bad 99.3
embed10744 bad 99.3
embed10745 bad 99.3
embed19584 bad 99.3
embed17185 bad 99.3
embed11579 bad 99.3
embed9635 bad 99.3
embed11812 bad 99.3
embed19585 bad 99.3
embed22874 bad 99.3
embed12787 bad 99.3
embed25065 bad 99.3
embed19586 bad 99.3
embed7353 bad 99.3
embed8986 bad 99.3
embed16703 bad 99.3
embed6668 bad 99.3
embed4559 bad 99.3
embed19587 bad 99.3
embed11813 bad 99.3
embed19588 bad 99.3
embed8646 bad 99.3
embed3884 bad 99.3
embed14983 bad 99.3
embed16704 bad 99.3
embed22875 bad 99.3
embed22876 bad 99.3
embed20320 bad 99.3
embed28 bad 100
embed17186 bad 99.3
embed17704 bad 99.3
embed1713 bad 99.3
embed20321 bad 99.3
embed4536 bad 99.3
embed2217 bad 99.3
embed8332 bad 98.6
embed4200 bad 99.3
embed21114 bad 99.3
embed14284 bad 99.3
embed17187 bad 99.3
embed18285 bad 99.3
embed7941 bad 99.3
embed17188 bad 99.3
embed8756 bad 99.3
embed8987 bad 99.3
embed5343 bad 99.3
embed22877 bad 99.3
embed25066 bad 99.3
embed21962 bad 99.3
embed21115 bad 99.3
embed26362 bad 99.3
embed12047 bad 99.3
embed3761 bad 99.3
embed12288 bad 99.3
embed17705 bad 99.3
embed8527 bad 99.3
embed21963 bad 99.3
embed8230 bad 99.3
embed6431 bad 99.3
embed11814 bad 99.3
embed15776 bad 99.3
embed21964 bcat 99.3
embed22878 bcat 99.3
embed14984 bcat 99.3
embed19589 bcat 99.3
embed16225 bcat 99.3
embed188 bcat 100
embed7211 bcat 99.3
embed15368 bcat 99.3
embed26363 bcat 99.3
embed19590 bcat 99.3
embed18286 bcat 99.3
embed1783 bcat 99.3
embed11580 bcat 99.3
embed22879 bad 97.9
embed4018 bad 99.3
embed7499 bad 99.3
embed17706 bcat 99.3
embed12048 bad 99.3
embed12788 bad 99.3
embed13967 bad 99.3
embed7433 bad 99.3
embed17189 bcat 99.3
embed10223 blb 99.3
embed13375 bad 99.3
embed3991 bad 99.3
embed13968 bcat 99.3
embed6911 bad 99.3
embed23915 bcat 99.3
embed11344 bad 99.3
embed13376 bad 99.3
embed10224 bad 99.3
embed16226 bad 99.3
embed3885 bad 99.3
embed12530 bcat 99.3
embed10573 bad 99.3
embed10574 bad 99.3
embed6098 bad 99.3
embed22880 bcat 99.3
embed16227 bad 99.3
embed4618 bad 99.3
embed14638 bcat 99.3
embed25067 bad 99.3
embed6099 bad 99.3
embed21965 bcat 99.3
embed9511 bad 99.3
embed21116 bsca 100
embed17190 bad 99.3
embed13058 bad 99.3
embed7134 bad 99.3
embed21966 bcat 99.3
embed10746 bad 99.3
embed9769 bad 99.3
embed8129 bad 99.3
embed26364 bcat 99.3
embed8441 bad 99.3
embed21967 bad 99.3
embed13059 bad 99.3
embed6197 bad 99.3
embed21968 bcat 99.3
embed10401 bad 99.3
embed6981 bad 99.3
embed23916 bcat 99.3
embed18925 bad 99.3
embed9226 bad 99.3
embed8757 bad 99.3
embed19591 bcat 99.3
embed8647 bad 99.3
embed18926 bad 99.3
embed26365 bad 99.3
embed17191 bad 99.3
embed17192 bad 99.3
embed5467 bad 99.3
embed18927 bcat 99.3
embed2951 bpsp 100
embed21969 bbf 98.6
embed7942 bsca 98.6
embed8528 bad 99.3
embed21970 bcat 99.3
embed6301 bad 99.3
embed26366 bcat 99.3
embed9636 bad 99.3
embed11581 bad 99.3
embed18928 ajs 97.9
embed11816 dtm 99.3
embed4537 gpo 99.3
embed13663 ckp 99.3
embed4327 crd 97.1
embed5745 ccg 97.1
embed7135 ccg 100
embed23917 caz 99.3
embed16705 crd 100
embed9365 cii 98.6
embed12531 cuv 99.3
embed13377 rha 99.3
embed1536 reb 100
embed21971 cart 97.9
embed23920 cart 98.6
embed21118 cart 97.9
embed5072 mmar 100
embed8988 mmar 98.6
embed12789 nml 97.1
embed4747 mmar 99.3
embed15369 mmar 97.9
embed8529 kra 99.3
embed14640 kra 99.3
embed9098 kra 100
embed22883 gob 98.6
embed20325 bsd 97.1
embed26370 bsd 99.3
embed20326 bsd 100
embed12790 gob 100
embed3953 gob 97.1
embed6863 cart 99.3
embed4201 rtn 100
embed5257 cart 100
embed12791 cart 98.6
embed19593 bcv 97.9
embed5820 bcv 98.6
embed9512 bcv 97.9
embed25069 bcv 97.9
embed26371 bcv 97.9
embed5683 frp 97.9
embed7763 cart 98.6
embed2402 cub 100
embed8989 cmc 100
embed6741 cmc 99.3
embed10748 mim 98.6
embed21119 frp 98.6
embed2919 frp 100
embed3905 cub 97.9
embed25070 ske 99.3
embed23922 ica 97.1
embed6358 bad 99.3
embed21975 bcat 99.3
embed2305 cmc 97.9
embed20327 ajs 97.9
embed12049 bad 99.3
embed13378 bad 99.3
embed9909 ajs 97.9
embed4477 bad 99.3
embed13971 bcat 99.3
embed10920 nmd 97.1
embed25073 cbq 99.3
embed23923 cax 97.1
embed11134 nmd 97.1
embed20328 cbq 99.3
embed22884 cax 97.1
embed4202 nwe 97.9
embed6359 cbq 99.3
embed12792 ckp 99.3
embed19594 clw 99.3
embed26375 car 99.3
embed18290 cuv 99.3
embed8231 cax 97.1
embed10225 cax 97.1
embed13060 cacn 99.3
embed7943 nmd 97.1
embed8232 cbq 99.3
embed13664 ckp 99.3
embed18291 clw 99.3
embed22885 cuv 99.3
embed9638 clw 97.1
embed12794 cacn 99.3
embed6864 nmd 97.1
embed5037 nmd 97.1
embed15370 nmd 97.1
embed6540 nmd 97.1
embed7673 nmd 97.1
embed26376 nmd 97.1
embed4774 nmd 97.1
embed6134 nmd 97.1
embed6257 nmd 97.1
embed8990 nmd 97.1
embed6982 nmd 97.1
embed4880 nmd 97.1
embed13972 nmd 97.1
embed7057 nmd 97.1
embed8233 nmd 97.1
embed6135 nmd 97.1
embed11583 nmd 97.1
embed7058 nmd 97.1
embed11135 nmd 97.1
embed21120 nmd 97.1
embed3642 nmd 97.1
embed6606 nmd 97.1
embed4914 nmd 97.1
embed26377 nwe 97.9
embed8334 nmd 97.1
embed10403 nmd 97.1
embed8648 nmd 97.1
embed11345 nmd 97.1
embed4167 nmd 97.1
embed8530 nmd 97.1
embed21976 nmd 97.1
embed21977 nmd 97.1
embed4077 nmd 97.1
embed12289 nmd 97.1
embed6912 nmd 97.1
embed16228 nmd 97.1
embed13973 nmd 97.1
embed17193 nmd 97.1
embed4915 nmd 97.1
embed7354 nmd 97.1
embed23925 nmd 97.1
embed7674 nmd 97.1
embed4303 nmd 97.1
embed18292 nmd 97.9
embed4253 nmd 98.6
embed8130 nmd 97.1
embed26378 nmd 97.1
embed6983 nmd 97.1
embed12050 nmd 97.1
embed3954 nmd 97.1
embed11136 nmd 97.1
embed6007 nmd 97.1
embed3191 nmd 97.1
embed21121 nmd 97.1
embed25074 nel 99.3
embed4019 nmd 97.1
embed11584 nmd 97.1
embed25075 nmd 97.1
embed4078 nmd 97.1
embed26379 nmd 97.1
embed9368 nmd 97.1
embed6258 nmd 97.1
embed8531 nmd 97.1
embed6541 nmd 97.1
embed9227 nmd 97.1
embed2952 nmd 97.1
embed3363 nwe 97.9
embed7675 nmd 97.1
embed6913 nel 97.9
embed1005 nel 100
embed5684 nmd 97.1
embed9770 nmd 97.1
embed12290 nmd 97.1
embed14642 nmd 97.1
embed3819 nmd 97.1
embed14985 nmd 97.1
embed9771 nwe 99.3
embed7059 nwe 100
embed11346 nmd 97.1
embed2527 nmd 97.1
embed25076 nmd 97.1
embed9369 nmd 97.1
embed10404 nmd 97.1
embed3748 nmd 97.1
embed7277 nmd 97.1
embed14986 nmd 97.1
embed11585 nmd 97.1
embed11586 nwe 97.9
embed8867 nwe 97.9
embed9639 nwe 97.9
embed268 nmd 97.9
embed8234 nwe 97.9
embed6669 nmd 97.1
embed2901 nmd 97.1
embed9228 nmd 97.1
embed19596 nmd 97.1
embed3144 nmd 97.1
embed15371 nmd 97.1
embed7060 nmd 97.1
embed25077 nmd 97.1
embed23926 nmd 97.1
embed8991 nmd 97.1
embed3131 nmd 97.1
embed21978 nmd 97.1
embed17710 nmd 98.6
embed3932 nmd 97.9
embed25078 nmd 97.1
embed6477 nmd 97.9
embed9640 nmd 97.1
embed10749 nmd 97.1
embed10922 nel 99.3
embed3226 nmd 97.1
embed8235 nmd 97.1
embed23927 ngk 97.1
embed23928 nel 97.1
embed11817 nmd 97.1
embed17194 nmd 97.1
embed8532 nmd 97.1
embed8758 nmd 97.1
embed23929 nel 99.3
embed2868 nmd 97.1
embed14286 nmd 97.1
embed3778 nmd 97.1
embed4147 nmd 97.1
embed18930 nel 99.3
embed9910 nmd 97.1
embed8442 nmd 97.1
embed6914 nmd 97.1
embed8236 nmd 97.1
embed17195 nmd 97.1
embed3438 nmd 97.1
embed23930 nmd 97.1
embed13974 nmd 97.1
embed3302 nmd 97.1
embed14287 nmd 97.1
embed14987 nmd 97.1
embed13975 nmd 97.1
embed6478 nmd 97.1
embed9513 nmd 97.1
embed9514 nmd 97.1
embed3415 nmd 97.1
embed23931 nmd 97.1
embed4121 nmd 97.1
embed3797 nel 99.3
embed1869 nmd 97.1
embed8237 nel 98.6
embed10576 nmd 97.1
embed12051 nmd 97.1
embed25079 nmd 97.1
embed16229 nmd 97.1
embed25080 nmd 97.1
embed5383 nmd 97.1
embed6915 nmd 97.1
embed6479 nmd 97.1
embed8992 nmd 97.1
embed10059 nmd 97.1
embed25081 nel 99.3
embed2820 nmd 97.1
embed19597 nmd 97.1
embed8533 nmd 97.1
embed2953 nmd 97.1
embed23932 nmd 97.1
embed9515 nmd 97.1
embed2821 nmd 97.1
embed9911 nmd 97.1
embed17711 nmd 97.1
embed20329 nmd 97.1
embed3762 nmd 97.1
embed12795 nmd 97.1
embed4589 nmd 97.1
embed3763 nmd 97.1
embed25082 nmd 97.1
embed5782 nmd 97.1
embed11818 nmd 97.1
embed3576 nmd 97.1
embed17712 nmd 97.1
embed13665 nmd 97.1
embed5904 nmd 97.1
embed21979 nmd 97.1
embed12291 nel 97.9
embed9516 nel 97.1
embed9099 nmd 97.1
embed4360 nel 97.1
embed26380 nmd 97.1
embed21122 nel 99.3
embed5011 nmd 97.1
embed7136 nmd 97.1
embed18931 nmd 97.1
embed4328 nmd 97.1
embed23934 nmd 97.1
embed14643 nmd 97.1
embed3398 nmd 97.1
embed21980 nmd 97.1
embed7858 nwe 97.9
embed5585 nmd 97.1
embed26381 nmd 97.1
embed2935 nmd 97.9
embed25083 nmd 97.9
embed26382 nmd 97.9
embed7137 nmd 99.3
embed18293 nmd 97.9
embed26383 nmd 97.9
embed10750 nmd 97.9
embed25084 nmd 97.9
embed21123 nmd 97.9
embed25085 nmd 97.9
embed22886 nmd 97.9
embed597 nmd 98.6
embed18294 nmd 97.9
embed19598 nmd 97.9
embed22887 nmd 97.9
embed25086 nmd 98.6
embed23935 nmd 97.9
embed22888 nmd 97.9
embed23936 nmd 97.9
embed18932 nel 97.9
embed2226 nel 97.1
embed20330 nmd 97.9
embed20331 nmd 97.9
embed23937 nmd 97.9
embed13379 nel 98.6
embed16230 nmd 97.9
embed18933 nmd 97.9
embed18934 nmd 97.9
embed19599 nmd 97.9
embed22889 nmd 97.9
embed21981 nmd 97.9
embed21124 nmd 97.9
embed5321 nel 97.1
embed11347 nmd 97.9
embed3117 cke 97.9
embed7355 rac 97.1
embed17714 rhy 97.1
embed26384 bmj 100
embed12796 aaa 98.6
embed25087 rhy 99.3
embed9772 rhy 98.6
embed13976 aaa 97.1
embed16709 vap 97.9
embed16710 pna 100
embed13667 ack 98.6
embed18935 rfr 100
embed21982 ack 97.1
embed6198 adk 97.1
embed26385 dac 99.3
embed9912 ack 100
embed19602 ack 99.3
embed12797 dac 99.3
embed23939 dac 99.3
embed7579 dac 99.3
embed1296 dac 100
embed26386 dac 99.3
embed21399 ajo 99.3
embed20332 dac 99.3
embed18295 dac 99.3
embed8868 dac 99.3
embed21983 dac 98.6
embed10226 dac 99.3
embed13668 dac 99.3
embed19603 ack 97.1
embed22891 dac 99.3
embed16711 dac 99.3
embed10227 care 97.1
embed9370 pol 100
embed22892 dac 99.3
embed15779 bgf 97.9
embed21127 adk 97.9
embed14288 pbh 97.1
embed10405 aza 97.1
embed1043 hse 98.6
embed418 hse 97.9
embed21984 hse 97.1
embed21985 hse 97.1
embed3132 aza 97.9
embed13669 cbab 97.9
embed18296 metr 100
embed8870 dsu 100
embed14989 adk 98.6
embed21986 dsu 97.9
embed5258 oto 98.6
embed9229 bac 100
embed7212 mmb 98.6
embed5746 adk 99.3
embed3830 adk 98.6
embed9773 adk 100
embed23941 adk 99.3
embed14990 cnc 100
embed13380 cnc 99.3
embed11820 meh 100
embed13670 meh 99.3
embed8759 meh 97.9
embed2130 amu 99.3
embed6303 nmd 97.1
embed10060 nmd 97.1
embed23944 nel 99.3
embed2578 nmd 97.1
embed15780 nmd 97.9
embed11138 nmd 97.1
embed3704 nmd 97.1
embed26392 nmd 97.9
embed18298 nmd 97.1
embed13671 nmd 97.1
embed5344 nmd 97.1
embed12052 nmd 97.1
embed5294 nwe 97.9
embed26393 nmd 97.1
embed13977 nmd 97.1
embed15373 nmd 97.1
embed21400 pfz 99.3
embed10991 pfb 98.6
embed17369 mcat 99.3
embed24315 pba 98.6
embed2090 pfz 99.3
embed22285 pfv 99.3
embed12133 pfb 99.3
embed21401 mos 99.3
embed11428 ajo 99.3
embed17720 nmd 97.1
embed6199 nmd 97.1
embed25097 nmd 97.1
embed8335 nmd 97.1
embed2975 nmd 97.1
embed22900 nmd 97.9
embed16891 ajn 99.3
embed7859 nmd 97.1
embed4660 nmd 97.1
embed3540 nmd 97.1
embed26402 nmd 97.9
embed18943 nmd 97.1
embed9968 ajo 98.6
embed22901 nmd 97.1
embed21994 nmd 97.1
embed7213 nmd 97.1
embed18305 nmd 97.1
embed3887 nmd 97.1
embed20341 cuv 99.3
embed21995 cax 97.1
embed3659 nae 97.9
embed25101 nae 97.1
embed2954 bad 99.3
embed7014 amu 99.3
embed531 bani 100
embed10578 nmd 97.1
embed13384 nmd 97.1
embed5551 cbq 99.3
embed11141 ckp 99.3
embed18945 clw 99.3
embed14293 cuv 99.3
embed12368 pfz 99.3
embed5469 cax 97.1
embed9914 cax 97.1
embed11823 cacn 99.3
embed9372 cbq 99.3
embed14993 ckp 99.3
embed23953 clw 99.3
embed25103 cuv 99.3
embed10063 cax 97.1
embed13673 cax 97.1
embed21997 cbq 99.3
embed26404 ckp 99.3
embed26405 cax 97.1
embed12056 cbq 99.3
embed18308 ckp 99.3
embed14994 cax 97.1
embed18309 cax 97.1
embed15377 cbq 99.3
embed21137 ckp 99.3
embed22904 cax 97.1
embed25104 cax 97.1
embed9517 cbq 99.3
embed15787 ckp 99.3
embed19611 cuv 99.3
embed10229 cax 97.1
embed16237 cax 97.1
embed11353 cbq 99.3
embed16238 ckp 99.3
embed23954 cuv 99.3
embed14294 cax 97.1
embed18946 cax 97.1
embed12535 cbq 99.3
embed19612 ckp 99.3
embed26406 cuv 99.3
embed16716 cax 97.1
embed20343 cax 97.1
embed18310 cbq 99.3
embed21998 cax 97.1
embed23955 cax 97.1
embed13978 cbq 99.3
embed22905 ckp 99.3
embed22906 clw 99.3
embed22907 cuv 99.3
embed15378 clw 97.1
embed10230 cbq 99.3
embed17200 ckp 99.3
embed23956 cuv 99.3
embed14647 clw 97.1
embed26407 clw 97.1
embed23957 cbq 99.3
embed6800 cbq 99.3
embed11588 ckp 99.3
embed21138 clw 99.3
embed14995 cuv 99.3
embed15789 cbq 99.3
embed19614 ckp 99.3
embed20344 cuv 99.3
embed4984 cbq 99.3
embed10579 ckp 99.3
embed18947 clw 99.3
embed26408 caz 97.1
embed12536 cuv 99.3
embed15379 cbq 99.3
embed14295 cbq 99.3
embed14996 cbq 99.3
embed19615 cbq 99.3
embed5345 cbq 99.3
embed6801 cbq 99.3
embed6304 ckp 99.3
embed5626 cbq 99.3
embed21999 cbq 99.3
embed5627 cbq 99.3
embed17201 cbq 99.3
embed12057 cbq 99.3
embed6607 cbq 99.3
embed15380 cbq 99.3
embed6360 cbq 99.3
embed9101 cbq 99.3
embed6432 cbq 99.3
embed21139 cbq 99.3
embed5962 cbq 99.3
embed10580 cbq 99.3
embed8336 cbq 99.3
embed21140 cbq 99.3
embed11589 cbq 99.3
embed19616 cbq 99.3
embed19148 pfb 98.6
embed7434 cbq 99.3
embed11354 cbq 99.3
embed6670 cbq 99.3
embed12537 cbq 99.3
embed25105 cbq 99.3
embed17202 cbq 99.3
embed12538 cbq 99.3
embed7435 cbq 99.3
embed13979 cbq 99.3
embed14296 cbq 99.3
embed23238 mcat 99.3
embed18311 cbq 99.3
embed14648 cbq 99.3
embed19617 cbq 99.3
embed14297 cbq 99.3
embed8993 cbq 99.3
embed19618 cbq 99.3
embed16239 cbq 99.3
embed5963 cbq 99.3
embed14649 cbq 99.3
embed6543 cbq 99.3
embed3566 pfz 99.3
embed8874 cbq 99.3
embed26409 cbq 99.3
embed9230 cbq 99.3
embed9777 cbq 99.3
embed21141 cbq 99.3
embed10752 cbq 99.3
embed26410 cbq 99.3
embed21142 cbq 99.3
embed359 cbq 100
embed25106 cbq 99.3
embed17898 pfb 99.3
embed4329 cbq 99.3
embed5096 cbq 99.3
embed12539 cbq 99.3
embed18948 cbq 99.3
embed4834 cbq 99.3
embed22000 cbq 99.3
embed5127 cbq 99.3
embed18312 cbq 99.3
embed8337 cbq 99.3
embed5012 cbq 99.3
embed9915 cbq 99.3
embed5506 cbq 99.3
embed17203 cbq 99.3
embed15381 cbq 99.3
embed7764 cbq 99.3
embed13063 cbq 99.3
embed12294 cbq 99.3
embed7061 cbq 99.3
embed19619 cbq 99.3
embed5685 cbq 99.3
embed24317 ajo 98.6
embed8760 cbq 99.3
embed3227 cbq 99.3
embed18949 cbq 98.6
embed9643 cbq 99.3
embed4881 cbq 99.3
embed12540 cbq 99.3
embed12801 cbq 99.3
embed5747 cbq 99.3
embed14997 cbq 99.3
embed10929 cbq 99.3
embed24318 pfb 98.6
embed19620 cbq 99.3
embed6136 cbq 99.3
embed8994 cbq 99.3
embed22908 cbq 99.3
embed13980 dtm 97.9
embed6743 cbq 99.3
embed14650 cbq 99.3
embed18950 cbq 99.3
embed4330 cbq 99.3
embed6820 pfz 99.3
embed12295 cbq 99.3
embed26411 cbq 99.3
embed4619 cbq 99.3
embed16717 cbq 99.3
embed4560 cbq 99.3
embed14651 cbq 99.3
embed23960 cbq 99.3
embed14998 cbq 99.3
embed16718 cbq 99.3
embed10930 cbq 99.3
embed6157 pfz 99.3
embed19621 nfa 99.3
embed18313 rpy 100
embed19622 cbq 97.1
embed4223 cbq 99.3
embed14999 dtm 98.6
embed4802 clw 99.3
embed7214 caz 99.3
embed15000 csp 99.3
embed8649 car 99.3
embed25518 pfb 99.3
embed4448 goq 100
embed14652 gor 100
embed12541 gpo 100
embed12058 gbr 100
embed4168 cuv 99.3
embed26412 cuv 97.1
embed21403 pfz 99.3
embed8875 cbq 99.3
embed22909 cmv 97.1
embed18315 ckp 99.3
embed22910 ckp 99.3
embed11355 ckp 99.3
embed16719 clw 99.3
embed25107 car 99.3
embed25108 caz 97.1
embed13064 cuv 99.3
embed12802 ckp 99.3
embed13182 pfb 98.6
embed19623 ckp 99.3
embed13981 ckp 99.3
embed11142 ckp 99.3
embed25109 ckp 99.3
embed12543 ckp 99.3
embed14653 ckp 99.3
embed12803 ckp 99.3
embed11143 ckp 99.3
embed11356 ckp 99.3
embed15790 ckp 99.3
embed17370 mcat 99.3
embed21143 ckp 99.3
embed23961 ckp 99.3
embed23962 ckp 99.3
embed12059 ckp 99.3
embed19624 ckp 99.3
embed13982 ckp 99.3
embed23963 ckp 99.3
embed20345 ckp 99.3
embed23964 ckp 99.3
embed17721 ckp 99.3
embed2189 pfz 99.3
embed13065 ckp 99.3
embed12544 ckp 99.3
embed21144 ckp 99.3
embed9916 ckp 99.3
embed10753 ckp 99.3
embed13385 ckp 99.3
embed26413 ckp 99.3
embed22911 ckp 99.3
embed12545 ckp 99.3
embed12546 ckp 99.3
embed25519 pfv 99.3
embed25110 ckp 99.3
embed13674 ckp 99.3
embed11590 ckp 99.3
embed21145 ckp 99.3
embed26414 ckp 99.3
embed17204 ckp 99.3
embed22912 ckp 99.3
embed1163 ckp 100
embed22002 ckp 99.3
embed9231 ckp 99.3
embed13756 pfb 99.3
embed18951 ckp 99.3
embed11824 ckp 99.3
embed15382 ckp 99.3
embed12060 ckp 99.3
embed17722 ckp 99.3
embed12804 ckp 99.3
embed12296 ckp 99.3
embed23965 ckp 99.3
embed13675 ckp 99.3
embed17205 ckp 99.3
embed11665 pfz 99.3
embed26415 ckp 99.3
embed23966 ckp 99.3
embed12547 ckp 99.3
embed10581 ckp 99.3
embed15791 ckp 99.3
embed11144 ckp 99.3
embed15792 ckp 99.3
embed17723 ckp 99.3
embed13066 ckp 99.3
embed15383 ckp 99.3
embed21404 pfb 98.6
embed3779 ckp 99.3
embed14654 ckp 99.3
embed17206 ckp 99.3
embed22913 ckp 99.3
embed9778 ckp 99.3
embed26416 ckp 99.3
embed11591 ckp 99.3
embed11145 ckp 99.3
embed21146 ckp 99.3
embed22914 clw 99.3
embed23239 mcat 99.3
embed15793 ckp 99.3
embed16720 cuv 99.3
embed16240 ckp 99.3
embed16721 ckp 99.3
embed23967 clw 99.3
embed18952 cuv 99.3
embed26417 clw 99.3
embed22915 car 99.3
embed26418 caz 97.1
embed15001 cuv 99.3
embed4512 pfz 99.3
embed10231 cgy 100
embed20346 cii 99.3
embed17724 cuv 99.3
embed26419 cuv 99.3
embed20347 clw 99.3
embed16722 cuv 99.3
embed26420 cuv 99.3
embed20348 clw 99.3
embed23968 car 99.3
embed26421 caz 97.1
embed21405 pfb 99.3
embed17207 cuv 99.3
embed18316 clw 99.3
embed18953 clw 99.3
embed22916 caz 97.1
embed18317 cmd 100
embed9518 bfv 97.2
embed25111 ccn 99.3
embed7356 ccn 100
embed6361 bfv 97.9
embed16894 pfb 98.6
embed913 cjk 100
embed7580 bfv 100
embed16241 clw 99.3
embed25112 car 99.3
embed18954 chn 100
embed23969 clw 99.3
embed20349 clw 99.3
embed22003 clw 99.3
embed26422 clw 99.3
embed11825 cua 100
embed22286 mcat 99.3
embed11826 cted 97.9
embed22004 clw 99.3
embed17725 caz 99.3
embed16723 clw 99.3
embed22005 clw 99.3
embed234 clw 100
embed11827 clw 99.3
embed19625 clw 99.3
embed680 caz 100
embed15002 caz 98.6
embed3593 pfz 99.3
embed22006 clw 99.3
embed22917 clw 99.3
embed17726 clw 99.3
embed7860 caz 99.3
embed794 csp 100
embed19626 clw 99.3
embed26423 clw 99.3
embed16724 clw 99.3
embed22918 caz 99.3
embed20350 clw 99.3
embed16385 pfb 99.3
embed4449 car 99.3
embed20351 car 99.3
embed26424 car 99.3
embed353 car 100
embed16242 car 99.3
embed1118 car 98.6
embed17727 clw 99.3
embed10931 clw 97.9
embed25113 caz 97.1
embed3290 caz 97.9
embed14083 pfz 99.3
embed19627 caz 97.1
embed25114 caz 97.1
embed26425 caz 97.1
embed23970 caz 97.1
embed23971 caz 97.1
embed25115 caz 97.1
embed25116 caz 97.1
embed22007 caz 97.1
embed14298 clw 99.3
embed25117 car 99.3
embed26426 caz 97.1
embed26427 clw 99.3
embed18318 caz 99.3
embed13676 clw 99.3
embed21147 car 99.3
embed26428 caz 97.1
embed12297 clw 99.3
embed22919 car 99.3
embed25118 caz 97.1
embed13386 cuv 99.3
embed18955 cuv 99.3
embed14655 cuv 99.3
embed21148 cuv 99.3
embed713 cii 100
embed2540 cii 99.3
embed16725 cii 97.9
embed16726 cii 99.3
embed25119 cuv 99.3
embed13387 cuv 97.1
embed15384 cuv 99.3
embed17728 cuv 99.3
embed20352 cuv 99.3
embed22920 cuv 99.3
embed25120 cuv 99.3
embed14656 cuv 99.3
embed25121 cuv 99.3
embed14657 cuv 99.3
embed16243 cuv 99.3
embed21149 cuv 99.3
embed26429 cuv 99.3
embed476 cuv 100
embed12061 cuv 99.3
embed12548 cuv 99.3
embed14658 cuv 99.3
embed13677 cuv 99.3
embed22921 cuv 99.3
embed13983 cuv 99.3
embed13476 pfb 98.6
embed17208 cuv 99.3
embed20353 cuv 99.3
embed14659 cuv 99.3
embed20354 cuv 99.3
embed15003 cuv 99.3
embed22008 cuv 99.3
embed10064 cuv 99.3
embed14299 cuv 99.3
embed22922 cuv 99.3
embed15794 cuv 99.3
embed20600 mcat 99.3
embed18319 cuv 99.3
embed18320 cuv 99.3
embed21150 cuv 99.3
embed13067 cuv 99.3
embed20355 cuv 99.3
embed22923 cuv 99.3
embed1324 cuv 97.9
embed10232 cuv 97.1
embed2808 pfz 99.3
embed4951 cuv 99.3
embed1824 cii 99.3
embed4450 cii 98.6
embed13984 cuv 99.3
embed17729 cuv 99.3
embed22009 cuv 99.3
embed17730 mva 99.3
embed4304 mab 99.3
embed7581 mab 98.6
embed22010 maf 100
embed16386 pfb 99.3
embed7676 maf 99.3
embed23972 cuv 99.3
embed21151 cmv 100
embed25122 clw 99.3
embed15795 caz 99.3
embed979 cmv 97.9
embed17731 cmv 98.6
embed25123 cmv 97.1
embed21152 cuv 99.3
embed7230 pfz 99.3
embed20356 cbq 99.3
embed6261 cbq 99.3
embed11828 ckp 99.3
embed20357 clw 99.3
embed26430 caz 97.1
embed21153 cuv 99.3
embed12805 cbq 99.3
embed15796 ckp 99.3
embed22011 clw 99.3
embed25124 cuv 99.3
embed25520 pfb 99.3
embed15385 cbq 99.3
embed20358 rav 97.9
embed1741 rfa 100
embed18321 ckp 99.3
embed4392 cbq 99.3
embed9519 ckp 99.3
embed25125 ckp 98.6
embed8534 clw 99.3
embed5783 clw 97.9
embed16895 pfb 98.6
embed25126 caz 99.3
embed14300 car 99.3
embed10233 caz 97.1
embed22012 cii 99.3
embed10754 cuv 99.3
